scenario_id,interference_seed,algorithm,topology_makespan,uprank_makespan,topology_cost,uprank_cost,makespan_gain_uprank_percent,cost_gain_uprank_percent
hybrid_hetero,2,prism_cc_time,143.979,110.992,0.312634,0.24067,22.910980073482943,23.018609620194866
hybrid_hetero,3,prism_cc_cost,296.466,296.466,0.0,0.0,0.0,0.0
hybrid_hetero,3,prism_cc_time,113.011,116.05,0.245073,0.168814,-2.6891187583509586,31.116850897487694
hybrid_hetero,4,prism_cc_cost,318.736,326.502,0.140712,0.0,-2.4364991717283333,100.0
hybrid_hetero,4,prism_cc_time,143.721,127.621,0.546726,0.160279,11.20225993417803,70.68385260624153
hybrid_hetero,5,prism_cc_cost,296.466,296.466,0.0,0.0,0.0,0.0
hybrid_hetero,5,prism_cc_time,112.537,110.569,0.243595,0.230191,1.7487581861965429,5.502575997044273
hybrid_hetero,6,prism_cc_cost,132.956,318.736,0.177995,0.0,-139.730437137098,100.0
hybrid_hetero,6,prism_cc_time,127.064,111.095,0.275727,0.240893,12.56768242775294,12.633510682668003
hybrid_hetero,7,prism_cc_cost,134.64,296.466,0.167084,0.0,-120.19162210338683,100.0
hybrid_hetero,7,prism_cc_time,121.974,111.565,0.508169,0.452161,8.533785888795977,11.02153023895594
hybrid_hetero,8,prism_cc_cost,330.549,326.502,0.13644,0.0,1.2243268017752191,100.0
hybrid_hetero,8,prism_cc_time,146.491,118.944,0.552891,0.464977,18.804568198728937,15.900783337041124
hybrid_hetero,9,prism_cc_cost,326.502,318.736,0.153918,0.0,2.3785459200862533,100.0
hybrid_hetero,9,prism_cc_time,146.491,111.508,0.578067,0.241164,23.880647957895036,58.2809605114978
hybrid_hetero,10,prism_cc_cost,330.549,330.549,0.136439,0.0,0.0,100.0
hybrid_hetero,10,prism_cc_time,146.491,120.668,0.560488,0.47189,17.62770409103631,15.807296498765364
hybrid_hetero,11,prism_cc_cost,330.549,330.549,0.136439,0.0,0.0,100.0
hybrid_hetero,11,prism_cc_time,146.491,120.668,0.545121,0.481692,17.62770409103631,11.635765270462882
hybrid_hetero,12,prism_cc_cost,299.98,296.466,0.0,0.0,1.1714114274284986,0.0
hybrid_hetero,12,prism_cc_time,116.892,110.702,0.253093,0.230191,5.295486431920061,9.048847656790192
hybrid_hetero,13,prism_cc_cost,132.956,318.736,0.177993,0.0,-139.730437137098,100.0
hybrid_hetero,13,prism_cc_time,127.064,111.752,0.275728,0.242324,12.05062015991941,12.11483781117622
hybrid_hetero,14,prism_cc_cost,276.484,320.464,0.140713,0.0,-15.906887921181703,100.0
hybrid_hetero,14,prism_cc_time,137.511,112.247,0.519492,0.454081,18.372348393946663,12.591339231402975
hybrid_hetero,15,prism_cc_cost,276.484,320.464,0.140713,0.0,-15.906887921181703,100.0
hybrid_hetero,15,prism_cc_time,137.511,112.247,0.519493,0.458801,18.372348393946663,11.682929317623138
hybrid_hetero,16,prism_cc_cost,319.041,296.466,0.0,0.0,7.075893067035269,0.0
hybrid_hetero,16,prism_cc_time,130.544,110.569,0.283322,0.228941,15.301354332638809,19.194061880122266
hybrid_hetero,17,prism_cc_cost,275.016,296.466,0.153897,0.0,-7.799546208220609,100.0
hybrid_hetero,17,prism_cc_time,147.134,110.569,0.319517,0.22756,24.851495915288094,28.780002315995702
hybrid_hetero,18,prism_cc_cost,330.549,330.549,0.136443,0.0,0.0,100.0
hybrid_hetero,18,prism_cc_time,146.491,121.086,0.549012,0.468762,17.34236232942639,14.617166837883314
hybrid_hetero,19,prism_cc_cost,300.398,320.464,0.127296,0.0,-6.679804792308861,100.0
